model_name,language,session_id,trait,trait_mean
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,10,Agreeableness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,10,Conscientiousness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,10,Extraversion,3.2
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,10,Neuroticism,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,10,Openness,2.9
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,11,Agreeableness,3.7
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,11,Conscientiousness,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,11,Extraversion,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,11,Neuroticism,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,11,Openness,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,12,Agreeableness,3.2
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,12,Conscientiousness,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,12,Extraversion,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,12,Neuroticism,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,12,Openness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,13,Agreeableness,3.5
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,13,Conscientiousness,3.2
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,13,Extraversion,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,13,Neuroticism,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,13,Openness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,14,Agreeableness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,14,Conscientiousness,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,14,Extraversion,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,14,Neuroticism,2.6
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,14,Openness,3.2
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,15,Agreeableness,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,15,Conscientiousness,2.9
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,15,Extraversion,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,15,Neuroticism,2.8
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,15,Openness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,16,Agreeableness,3.2
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,16,Conscientiousness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,16,Extraversion,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,16,Neuroticism,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,16,Openness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,17,Agreeableness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,17,Conscientiousness,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,17,Extraversion,2.9
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,17,Neuroticism,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,17,Openness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,18,Agreeableness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,18,Conscientiousness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,18,Extraversion,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,18,Neuroticism,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,18,Openness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,19,Agreeableness,3.4
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,19,Conscientiousness,3.3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,19,Extraversion,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,19,Neuroticism,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,19,Openness,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,20,Agreeableness,3.5
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,20,Conscientiousness,3.1
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,20,Extraversion,3
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,20,Neuroticism,2.9
aisingapore/Llama-SEA-LION-v3.5-8B-R,english,20,Openness,3.3
llama3.2:3b,english,1,Agreeableness,3.2
llama3.2:3b,english,1,Conscientiousness,3
llama3.2:3b,english,1,Extraversion,3.1
llama3.2:3b,english,1,Neuroticism,3
llama3.2:3b,english,1,Openness,3.3
llama3.2:3b,english,2,Agreeableness,3.1
llama3.2:3b,english,2,Conscientiousness,3.1
llama3.2:3b,english,2,Extraversion,2.8
llama3.2:3b,english,2,Neuroticism,2.9
llama3.2:3b,english,2,Openness,3.1
llama3.2:3b,english,3,Agreeableness,3.3
llama3.2:3b,english,3,Conscientiousness,3
llama3.2:3b,english,3,Extraversion,3.1
llama3.2:3b,english,3,Neuroticism,3
llama3.2:3b,english,3,Openness,3.1
llama3.2:3b,english,4,Agreeableness,3.2
llama3.2:3b,english,4,Conscientiousness,3.2
llama3.2:3b,english,4,Extraversion,3.1
llama3.2:3b,english,4,Neuroticism,3.1
llama3.2:3b,english,4,Openness,3
llama3.2:3b,english,5,Agreeableness,3.1
llama3.2:3b,english,5,Conscientiousness,2.8
llama3.2:3b,english,5,Extraversion,2.8
llama3.2:3b,english,5,Neuroticism,2.9
llama3.2:3b,english,5,Openness,3
llama3.2:3b,english,6,Agreeableness,3.2
llama3.2:3b,english,6,Conscientiousness,3
llama3.2:3b,english,6,Extraversion,3
llama3.2:3b,english,6,Neuroticism,3.1
llama3.2:3b,english,6,Openness,3
llama3.2:3b,english,7,Agreeableness,3.2
llama3.2:3b,english,7,Conscientiousness,2.9
llama3.2:3b,english,7,Extraversion,3
llama3.2:3b,english,7,Neuroticism,3.1
llama3.2:3b,english,7,Openness,3.1
llama3.2:3b,english,8,Agreeableness,3.7
llama3.2:3b,english,8,Conscientiousness,3
llama3.2:3b,english,8,Extraversion,2.9
llama3.2:3b,english,8,Neuroticism,3
llama3.2:3b,english,8,Openness,3.1
llama3.2:3b,english,9,Agreeableness,3.1
llama3.2:3b,english,9,Conscientiousness,3.1
llama3.2:3b,english,9,Extraversion,3
llama3.2:3b,english,9,Neuroticism,2.7
llama3.2:3b,english,9,Openness,3.2
llama3.2:3b,english,10,Agreeableness,3.3
llama3.2:3b,english,10,Conscientiousness,3
llama3.2:3b,english,10,Extraversion,2.8
llama3.2:3b,english,10,Neuroticism,2.7
llama3.2:3b,english,10,Openness,3.1
llama3.2:3b,english,11,Agreeableness,3.1
llama3.2:3b,english,11,Conscientiousness,3.2
llama3.2:3b,english,11,Extraversion,3.1
llama3.2:3b,english,11,Neuroticism,2.9
llama3.2:3b,english,11,Openness,3.1
llama3.2:3b,english,12,Agreeableness,3.6
llama3.2:3b,english,12,Conscientiousness,2.8
llama3.2:3b,english,12,Extraversion,2.9
llama3.2:3b,english,12,Neuroticism,2.7
llama3.2:3b,english,12,Openness,3.3
llama3.2:3b,english,13,Agreeableness,3.4
llama3.2:3b,english,13,Conscientiousness,3
llama3.2:3b,english,13,Extraversion,3
llama3.2:3b,english,13,Neuroticism,3.1
llama3.2:3b,english,13,Openness,3.2
llama3.2:3b,english,14,Agreeableness,3.2
llama3.2:3b,english,14,Conscientiousness,2.9
llama3.2:3b,english,14,Extraversion,3
llama3.2:3b,english,14,Neuroticism,2.9
llama3.2:3b,english,14,Openness,3
llama3.2:3b,english,15,Agreeableness,3.3
llama3.2:3b,english,15,Conscientiousness,3
llama3.2:3b,english,15,Extraversion,3.2
llama3.2:3b,english,15,Neuroticism,3
llama3.2:3b,english,15,Openness,3.1
llama3.2:3b,english,16,Agreeableness,3.1
llama3.2:3b,english,16,Conscientiousness,3
llama3.2:3b,english,16,Extraversion,3.2
llama3.2:3b,english,16,Neuroticism,2.7
llama3.2:3b,english,16,Openness,3
llama3.2:3b,english,17,Agreeableness,3
llama3.2:3b,english,17,Conscientiousness,3.1
llama3.2:3b,english,17,Extraversion,3
llama3.2:3b,english,17,Neuroticism,3
llama3.2:3b,english,17,Openness,3.1
llama3.2:3b,english,18,Agreeableness,3.3
llama3.2:3b,english,18,Conscientiousness,2.9
llama3.2:3b,english,18,Extraversion,2.9
llama3.2:3b,english,18,Neuroticism,2.9
llama3.2:3b,english,18,Openness,3.2
llama3.2:3b,english,19,Agreeableness,3
llama3.2:3b,english,19,Conscientiousness,3.1
llama3.2:3b,english,19,Extraversion,3
llama3.2:3b,english,19,Neuroticism,3
llama3.2:3b,english,19,Openness,3
llama3.2:3b,english,20,Agreeableness,3.3
llama3.2:3b,english,20,Conscientiousness,3.2
llama3.2:3b,english,20,Extraversion,3
llama3.2:3b,english,20,Neuroticism,3.1
llama3.2:3b,english,20,Openness,3.4
qwen2.5:3b,burmese,1,Extraversion,1
qwen2.5:3b,burmese,1,Neuroticism,1
qwen2.5:3b,burmese,2,Extraversion,1
qwen2.5:3b,burmese,2,Openness,5
qwen2.5:3b,burmese,3,Neuroticism,2.3333
qwen2.5:3b,burmese,3,Openness,1
qwen2.5:3b,burmese,4,Agreeableness,1
qwen2.5:3b,burmese,4,Conscientiousness,5
qwen2.5:3b,burmese,4,Extraversion,5
qwen2.5:3b,burmese,4,Neuroticism,1
qwen2.5:3b,burmese,5,Agreeableness,5
qwen2.5:3b,burmese,5,Extraversion,5
qwen2.5:3b,burmese,5,Openness,1
qwen2.5:3b,burmese,6,Conscientiousness,5
qwen2.5:3b,burmese,6,Extraversion,5
qwen2.5:3b,burmese,6,Openness,1
qwen2.5:3b,burmese,7,Agreeableness,1
qwen2.5:3b,burmese,7,Conscientiousness,5
qwen2.5:3b,burmese,7,Extraversion,5
qwen2.5:3b,burmese,7,Neuroticism,1
qwen2.5:3b,burmese,8,Agreeableness,1
qwen2.5:3b,burmese,8,Conscientiousness,1
qwen2.5:3b,burmese,8,Extraversion,5
qwen2.5:3b,burmese,8,Neuroticism,1
qwen2.5:3b,burmese,9,Conscientiousness,1
qwen2.5:3b,burmese,9,Neuroticism,5
qwen2.5:3b,burmese,9,Openness,2.3333
qwen2.5:3b,burmese,10,Agreeableness,1
qwen2.5:3b,burmese,10,Conscientiousness,1
qwen2.5:3b,burmese,10,Extraversion,3
qwen2.5:3b,burmese,10,Neuroticism,5
qwen2.5:3b,burmese,10,Openness,1
qwen2.5:3b,burmese,11,Agreeableness,1
qwen2.5:3b,burmese,11,Neuroticism,1
qwen2.5:3b,burmese,13,Agreeableness,5
qwen2.5:3b,burmese,13,Neuroticism,5
qwen2.5:3b,burmese,13,Openness,1
qwen2.5:3b,burmese,14,Agreeableness,1
qwen2.5:3b,burmese,14,Conscientiousness,5
qwen2.5:3b,burmese,14,Extraversion,5
qwen2.5:3b,burmese,14,Neuroticism,3
qwen2.5:3b,burmese,15,Conscientiousness,5
qwen2.5:3b,burmese,16,Agreeableness,5
qwen2.5:3b,burmese,16,Openness,2.3333
qwen2.5:3b,burmese,17,Agreeableness,3
qwen2.5:3b,burmese,17,Conscientiousness,5
qwen2.5:3b,burmese,18,Agreeableness,1
qwen2.5:3b,burmese,18,Conscientiousness,3
qwen2.5:3b,burmese,18,Extraversion,1
qwen2.5:3b,burmese,18,Neuroticism,1
qwen2.5:3b,burmese,18,Openness,1
qwen2.5:3b,burmese,19,Agreeableness,1
qwen2.5:3b,burmese,19,Conscientiousness,5
qwen2.5:3b,burmese,19,Neuroticism,5
qwen2.5:3b,burmese,19,Openness,3
qwen2.5:3b,burmese,20,Agreeableness,1
qwen2.5:3b,burmese,20,Conscientiousness,5
qwen2.5:3b,burmese,20,Neuroticism,5
qwen2.5:3b,burmese,20,Openness,1
qwen2.5:3b,english,1,Agreeableness,4.8
qwen2.5:3b,english,1,Conscientiousness,3.9
qwen2.5:3b,english,1,Extraversion,3.9
qwen2.5:3b,english,1,Neuroticism,2.4
qwen2.5:3b,english,1,Openness,3.9
qwen2.5:3b,english,2,Agreeableness,4.8
qwen2.5:3b,english,2,Conscientiousness,4.2
qwen2.5:3b,english,2,Extraversion,4
qwen2.5:3b,english,2,Neuroticism,2.6
qwen2.5:3b,english,2,Openness,3.8
qwen2.5:3b,english,3,Agreeableness,4.6
qwen2.5:3b,english,3,Conscientiousness,3.9
qwen2.5:3b,english,3,Extraversion,4.1
qwen2.5:3b,english,3,Neuroticism,2.7
qwen2.5:3b,english,3,Openness,3.9
qwen2.5:3b,english,4,Agreeableness,4.4
qwen2.5:3b,english,4,Conscientiousness,4
qwen2.5:3b,english,4,Extraversion,4.2
qwen2.5:3b,english,4,Neuroticism,2.7
qwen2.5:3b,english,4,Openness,4
qwen2.5:3b,english,5,Agreeableness,4.8
qwen2.5:3b,english,5,Conscientiousness,4.1
qwen2.5:3b,english,5,Extraversion,4.1
qwen2.5:3b,english,5,Neuroticism,2.5
qwen2.5:3b,english,5,Openness,3.8
qwen2.5:3b,english,6,Agreeableness,4.4
qwen2.5:3b,english,6,Conscientiousness,4
qwen2.5:3b,english,6,Extraversion,4.1
qwen2.5:3b,english,6,Neuroticism,2.6
qwen2.5:3b,english,6,Openness,3.8
qwen2.5:3b,english,7,Agreeableness,5
qwen2.5:3b,english,7,Conscientiousness,4.1
qwen2.5:3b,english,7,Extraversion,4.1
qwen2.5:3b,english,7,Neuroticism,2.6
qwen2.5:3b,english,7,Openness,4
qwen2.5:3b,english,8,Agreeableness,4.7
qwen2.5:3b,english,8,Conscientiousness,4
qwen2.5:3b,english,8,Extraversion,4.1
qwen2.5:3b,english,8,Neuroticism,2.6
qwen2.5:3b,english,8,Openness,3.8
qwen2.5:3b,english,9,Agreeableness,4.8
qwen2.5:3b,english,9,Conscientiousness,4.2
qwen2.5:3b,english,9,Extraversion,3.8
qwen2.5:3b,english,9,Neuroticism,2.6
qwen2.5:3b,english,9,Openness,3.8
qwen2.5:3b,english,10,Agreeableness,4.7
qwen2.5:3b,english,10,Conscientiousness,4.2
qwen2.5:3b,english,10,Extraversion,4.2
qwen2.5:3b,english,10,Neuroticism,2.5
qwen2.5:3b,english,10,Openness,3.8
qwen2.5:3b,english,11,Agreeableness,4.8
qwen2.5:3b,english,11,Conscientiousness,3.9
qwen2.5:3b,english,11,Extraversion,4.3
qwen2.5:3b,english,11,Neuroticism,2.5
qwen2.5:3b,english,11,Openness,3.8
qwen2.5:3b,english,12,Agreeableness,4.4
qwen2.5:3b,english,12,Conscientiousness,4
qwen2.5:3b,english,12,Extraversion,3.6
qwen2.5:3b,english,12,Neuroticism,2.5
qwen2.5:3b,english,12,Openness,3.8
qwen2.5:3b,english,13,Agreeableness,4.4
qwen2.5:3b,english,13,Conscientiousness,4.1
qwen2.5:3b,english,13,Extraversion,4
qwen2.5:3b,english,13,Neuroticism,2.6
qwen2.5:3b,english,13,Openness,3.8
qwen2.5:3b,english,14,Agreeableness,4.5
qwen2.5:3b,english,14,Conscientiousness,4
qwen2.5:3b,english,14,Extraversion,4.1
qwen2.5:3b,english,14,Neuroticism,2.6
qwen2.5:3b,english,14,Openness,4
qwen2.5:3b,english,15,Agreeableness,4.8
qwen2.5:3b,english,15,Conscientiousness,4.1
qwen2.5:3b,english,15,Extraversion,4.3
qwen2.5:3b,english,15,Neuroticism,2.5
qwen2.5:3b,english,15,Openness,3.8
qwen2.5:3b,english,16,Agreeableness,4.4
